,Abstract,Class
204,"A novel imaging algorithm is presented in this article for focusing the very high resolution spaceborne synthetic aperture radar (SAR) data of spotlight mode. The long synthetic aperture time in spotlight mode brings new problems, such as Doppler spectrum aliasing and curved orbit. The imaging results will be filled with ambiguity and would suffer from resolution reduction if Doppler spectrum aliasing is not handled. The error introduced by curved orbit will degrade resolution of the target and introduces asymmetric sidelobes in azimuth direction. The start-stop approximation is no longer applicable, since it introduces two effect, e.g., “fast-time” effect and “slow-time” effect, which will cause defocusing and range-dependent azimuth shift, respectively if not handled. The proposed algorithm combines the two-steps processing approach (TSPA) and the backprojection algorithm (BPA). First, the initial step of TSPA is used to get a high azimuth sampling rate which is higher than pulse repetition frequency to avoid the Doppler spectrum aliasing. Then, the “fast-time” effect of start-stop approximation is corrected in the 2-D frequency domain. Finally, the BPA is used to correct the error introduced by the curved orbit and the “slow-time” effect of start-stop approximation. The experimental results of spaceborne SAR data acquired by Gaofen-3 (GF-3) SAR system demonstrate the feasibility of the proposed algorithm.",2
205,"Data reconstruction, which aims at preserving statistical properties of the data during the reconstruction has become a new criterion for feature selection. Although feature selection could benefit from the perspective of data reconstruction, it is unable to exploit other crucial information, namely, graph structure and pairwise constraints. To address previously mentioned deficiency, we propose a novel feature selection approach in this paper, known as unsupervised feature selection via data reconstruction and side information. More specifically, the proposed method takes advantage of the prior knowledge regarding pairwise constraints (side information), the minimization of data reconstruction error, and the graph embedding simultaneously, such that pivotal features are selected with preserving data manifold structure. To obtain the robust solution, a robust loss function is applied to the feature selection problem, which interpolates between ℓ1-norm and ℓ2-norm. Eventually, extensive experiments are conducted to demonstrate the effectiveness of the proposed method.",2
206,"Due to the flexibility and low operational cost, dispatching unmanned aerial vehicles (UAVs) to collect information from distributed sensors is expected to be a promising solution in Internet of Things (IoT), especially for time-critical applications. How to maintain the information freshness is a challenging issue. In this paper, we investigate the fresh data collection problem in UAV-assisted IoT networks. Particularly, the UAV flies towards the sensors to collect status update packets within a given duration while maintaining a non-negative residual energy. We formulate a Markov Decision Process (MDP) to find the optimal flight trajectory of the UAV and transmission scheduling of the sensors that minimizes the weighted sum of the age of information (AoI). A UAV-assisted data collection algorithm based on deep reinforcement learning (DRL) is further proposed to overcome the curse of dimensionality. Extensive simulation results demonstrate that the proposed DRL-based algorithm can significantly reduce the weighted sum of the AoI compared to other baseline algorithms.",2
207,"Publishing datasets plays an essential role in open data research and promoting transparency of government agencies. However, such data publication might reveal users' private information. One of the most sensitive sources of data is spatiotemporal trajectory datasets. Unfortunately, merely removing unique identifiers cannot preserve the privacy of users. Adversaries may know parts of the trajectories or be able to link the published dataset to other sources for the purpose of user identification. Therefore, it is crucial to apply privacy preserving techniques before the publication of spatiotemporal trajectory datasets. In this paper, we propose a robust framework for the anonymization of spatiotemporal trajectory datasets termed as machine learning based anonymization (MLA). By introducing a new formulation of the problem, we are able to apply machine learning algorithms for clustering the trajectories and propose to use k-means algorithm for this purpose. A variation of k-means algorithm is also proposed to preserve the privacy in overly sensitive datasets. Moreover, we improve the alignment process by considering multiple sequence alignment as part of the MLA. The framework and all the proposed algorithms are applied to T-Drive, Geolife, and Gowalla location datasets. The experimental results indicate a significantly higher utility of datasets by anonymization based on MLA framework.",2
208,"For many machine learning algorithms, their success heavily depends on data representation. In this paper, we present an ℓ2,1-norm constrained canonical correlation analysis (CCA) model, that is, L2,1-CCA, toward discovering compact and discriminative representation for the data associated with multiple views. To well exploit the complementary and coherent information across multiple views, the ℓ2,1-norm is employed to constrain the canonical loadings and measure the canonical correlation loss term simultaneously. It enables, on the one hand, the canonical loadings to be with the capacity of variable selection for facilitating the interpretability of the learned canonical variables, and on the other hand, the learned canonical common representation keeps highly consistent with the most canonical variables from each view of the data. Meanwhile, the proposed L2,1-CCA can also be provided with the desired insensitivity to noise (outliers) to some degree. To solve the optimization problem, we develop an efficient alternating optimization algorithm and give its convergence analysis both theoretically and experimentally. Considerable experiment results on several realworld datasets have demonstrated that L2,1-CCA can achieve competitive or better performance in comparison with some representative approaches for multiview representation learning.",2
209,"Monitoring the performance of a large network is very costly. Instead, a subset of paths or time intervals of the network can be measured while inferring the remaining network data by leveraging their spatiotemporal correlations. The quality of missing data recovery highly relies on the inference algorithms. Tensor completion has attracted some recent attentions with its capability of exploiting the multi-dimensional data structure for more accurate missing data inference. However, current tensor completion algorithms only model the three-order interaction of data features through the inner product, which is insufficient to capture the high-order, nonlinear correlations across different feature dimensions. In this paper, we propose a novel Neural Tensor Completion (NTC) scheme to effectively model three-order interaction among data features with the outer product and build a 3D interaction map. Based on which, we apply 3D convolution to learn features of high-order interaction from the local range to the global range. We demonstrate this will lead to good learning ability. We conduct extensive experiments on two real-world network monitoring datasets, Abilene and WS-DREAM, to demonstrate that NTC can significantly reduce the error in missing data recovery. When the sampling ratio is low at 1%, the recovery error ratios on the testing data are around 0.05 (Abilene) and 0.13 (WS-DREAM) when using NTC, but are 0.99 (Abilene) and 0.99 (WS-DREAM) using the best current tensor completion algorithms, which are 21 times and 8 times larger.",2
210,"In the study, a MIMO model-free-adaptive-iterative-learning-control-based (MFAILC-based) consensus tracking scheme for multiagent systems (MASs) has been proposed. The dynamics of agents are heterogeneous and unknown. And the compact form dynamic linearization (CFDL) technique is utilized to describe the unknown nonlinear dynamics of agents along iteration axis. Then, the MIMO MFAILC-based consensus tracking algorithm is proposed for MASs under fixed topology. From the proof, we can obtain that the consensus tracking error can converge to zero along iteration axis asymptotically. Next, the MFAILC-based consensus tracking algorithm is extended to controlling the MASs under iteration-switching topologies and the MASs with external disturbances, respectively. Compared with prior work, the main features of this article are the MFAILC-based consensus strategy can be utilized for MIMO MASs, and the framework of robust MFAILC is built for MIMO MASs with external disturbances. Finally, three simulations are given to verify the effectiveness of the consensus strategy for MASs under fixed and switching topology and MASs with external disturbances, respectively.",2
211,"Breast cancer is now considered as one of the leading causes of deaths among women all over the world. Aiming to assist clinicians in improving the accuracy of diagnostic decisions, computer-aided diagnosis (CAD) system is of increasing interest in breast cancer detection and analysis nowadays. In this paper, a novel computer-aided diagnosis scheme with human-in-the-loop is proposed to help clinicians identify the benign and malignant breast tumors in ultrasound. In this framework, feature acquisition is performed by a user-participated feature scoring scheme that is based on Breast Imaging Reporting and Data System (BI-RADS) lexicon and experience of doctors. Biclustering mining is then used as a useful tool to discover the column consistency patterns on the training data. The patterns frequently appearing in the tumors with the same label can be regarded as a potential diagnostic rule. Subsequently, the diagnostic rules are utilized to construct component classifiers of the Adaboost algorithm via a novel rules combination strategy which resolves the problem of classification in different feature spaces (PC-DFS). Finally, the AdaBoost learning is performed to discover effective combinations and integrate them into a strong classifier. The proposed approach has been validated using a large ultrasounic dataset of 1,062 breast tumor instances (including 418 benign cases and 644 malignant cases) and its performance was compared with several conventional approaches. The experimental results show that the proposed method yielded the best prediction performance, indicating a good potential in clinical applications.",2
212,"This paper investigates the issue of sampled-data stabilization for Takagi-Sugeno fuzzy memristive neural networks (FMNNs) with time-varying delay. First, the concerned FMNNs are transformed into the tractable fuzzy NNs based on the excitatory and inhibitory of memristive synaptic weights using a new convex combination technique. Meanwhile, a switched fuzzy sampled-data controller is employed for the first time to tackle stability problems related to FMNNs. Then, the novel stabilization criteria of the FMNNs are established using the fuzzy membership functions (FMFs)-dependent Lyapunov-Krasovskii functional. This sufficiently utilizes information from not only the delayed state and the actual sampling pattern but also the FMFs. Two simulation examples are presented to demonstrate the feasibility and validity of the proposed method.",2
213,"A granular structure of intuitionistic fuzzy (IF) information presents simultaneously the similarity and diversity of samples. However, this structural representation has rarely displayed its technical capability in data mining and information processing due to the lack of suitable constructive methods and semantic interpretation for IF information with regard to real data. To pursue better performance of the IF-based technique in real-world data mining, in this article, we examine information granularity, information entropy of IF granular structures, and their applications to data reduction of IF information systems. First, several types of partial-order relations at different hierarchical levels are defined to reveal the granularity of IF granular structures. Second, the granularity invariance between different IF granular structures is characterized by using relational mappings. Third, Shannon's entropies are generalized to IF entropies and their relationships with the partial-order relations are addressed. Based on the theoretical analysis above, the significance of intuitionistic attributes using the information measures is then introduced and the information-preserving algorithm for data reduction of IF information systems is constructed. Finally, by inducing substantial IF relations from public datasets that take both the similarity/diversity between the samples from the same/different classes into account, a collection of numerical experiments is conducted to confirm the performance of the proposed technique.",2
214,"For the millimeter wave (mmWave) massive multiple-input multiple-output (MIMO) systems, hybrid beamforming has been proposed to reap a great gain of the large number of antennas with a limited number of radio frequency (RF) chains. The hybrid beamforming relies on a phase shifter network (PSN) in the RF domain to steer the signal power along the desired direction (or subspace). However, the RF circuits connecting the antennas and the RF chains can introduce distinct phase deviations, which need to be calibrated for the effective hybrid beamforming. This paper develops two novel approaches to the estimation and calibration of the PSN in mmWave massive MIMO communication systems under line-of-sight (LOS) and non-LOS channel scenarios. Specifically, we formulate the core phase deviation estimation problem in the calibration task as an optimization program with constant modulus constraints. Efficient algorithms are then developed to estimate the phase deviations that need to be calibrated. To gauge the performance of the proposed schemes, we also derive the Cramer-Rao lower bounds (CRLBs) for the phase estimates. The numerical results validate the effectiveness of our approaches by showing that the proposed algorithms yield estimates whose mean squared errors (MSEs) are close to the CRLBs.",2
215,"The resting-state functional magnetic resonance imaging (rs-fMRI) reflects functional activity of brain regions by blood-oxygen-level dependent (BOLD) signals. Up to now, many computer-aided diagnosis methods based on rs-fMRI have been developed for Autism Spectrum Disorder (ASD). These methods are mostly the binary classification approaches to determine whether a subject is an ASD patient or not. However, the disease often consists of several sub-categories, which are complex and thus still confusing to many automatic classification methods. Besides, existing methods usually focus on the functional connectivity (FC) features in grey matter regions, which only account for a small portion of the rs-fMRI data. Recently, the possibility to reveal the connectivity information in the white matter regions of rs-fMRI has drawn high attention. To this end, we propose to use the patch-based functional correlation tensor (PBFCT) features extracted from rs-fMRI in white matter, in addition to the traditional FC features from gray matter, to develop a novel multi-class ASD diagnosis method in this work. Our method has two stages. Specifically, in the first stage of multi-source domain adaptation (MSDA), the source subjects belonging to multiple clinical centers (thus called as source domains) are all transformed into the same target feature space. Thus each subject in the target domain can be linearly reconstructed by the transformed subjects. In the second stage of multi-view sparse representation (MVSR), a multi-view classifier for multi-class ASD diagnosis is developed by jointly using both views of the FC and PBFCT features. The experimental results using the ABIDE dataset verify the effectiveness of our method, which is capable of accurately classifying each subject into a respective ASD sub-category.",2
216,"Massive MIMO has been regarded as a key enabling technique for 5G and beyond networks. Nevertheless, its performance is limited by the large overhead needed to obtain the high-dimensional channel information. To reduce the huge training overhead associated with conventional pilotaided designs, we propose a novel blind data detection method by leveraging the channel sparsity and data concentration properties. Specifically, we propose a novel ℓ3-norm-based formulation to recover the data without channel estimation. We prove that the global optimal solution to the proposed formulation can be made arbitrarily close to the transmitted data up to a phase-permutation ambiguity. We then propose an efficient parameter-free algorithm to solve the ℓ3-norm problem and resolve the phase-permutation ambiguity. We also derive the convergence rate in terms of key system parameters such as the number of transmitters and receivers, the channel noise power, and the channel sparsity level. Numerical experiments will show that the proposed scheme has superior performance with low computational complexity.",2
217,"In this paper, a high-availability data collection scheme based on multiple autonomous underwater vehicles (AUVs) (HAMA) is proposed to improve the performance of the sensor network and guarantee the high availability of the data collection service. Multi-AUVs move in the network and their trajectory is predefined. The nodes near the trajectory of an AUV directly send their data to the AUV while the others transmit data to nodes that are closer to the trajectory. Malfunction discovery and repair mechanisms are applied to ensure that the network operates appropriately when an AUV fails to communicate with the nodes while collecting data. Compared with existing methods, the proposed HAMA method increases the packet delivery ratio and the network lifetime.",2
218,"Dictionary learning plays a significant role in the field of machine learning. Existing works mainly focus on learning dictionary from a single domain. In this paper, we propose a novel projective double reconstructions (PDR) based dictionary learning algorithm for cross-domain recognition. Owing the distribution discrepancy between different domains, the label information is hard utilized for improving discriminability of dictionary fully. Thus, we propose a more flexible label consistent term and associate it with each dictionary item, which makes the reconstruction coefficients have more discriminability as much as possible. Due to the intrinsic correlation between cross-domain data, the data should be reconstructed with each other. Based on this consideration, we further propose a projective double reconstructions scheme to guarantee that the learned dictionary has the abilities of data itself reconstruction and data cross-reconstruction. This also guarantees that the data from different domains can be boosted mutually for obtaining a good data alignment, making the learned dictionary have more transferability. We integrate the double reconstructions, label consistency constraint and classifier learning into a unified objective and its solution can be obtained by proposed optimization algorithm that is more efficient than the conventional ℓ1 optimization based dictionary learning methods. The experiments show that the proposed PDR not only greatly reduces the time complexity for both training and testing, but also outperforms over the state-of-the-art methods.",2
219,"Multiple autonomous underwater vehicles (AUVs) are popular for challenging submarine missions. In this article, we focus on the multi-AUV path planning for a common class of missions that need to traverse lots of mission targets in large and complex environments. Given that AUVs are often launched from a movable surface vehicle, e.g., a ship, a multi-AUV target traveling problem is formulated with a requirement of surface point location. Thereafter, a hybrid metaheuristic approach is developed by sequentially performing a cube-based environment modeling, cost map building, voyage planning, and detailed trajectory planning. Specifically, the shortest path faster algorithm (SPFA) is adopted to build a cost map among targets and candidate surface points, and the A* search is utilized for trajectory planning. The optimality of both SPFA and A* can indeed be guaranteed. Thus, voyage planning becomes critical and an algorithm namely DE-C-ACO is proposed by combining the ant colony optimization (ACO) and the differential evolution (DE) with a cluster-based adjustment strategy, i.e., DE-C. DE-C and ACO evolve in parallel for surface point location and voyage generation, respectively. Experiments based on realistic bathymetries are conducted and the results validate the effectiveness and efficiency of the proposed DE-C-ACO.",2
220,"Machine learning (ML) techniques are expected to be used for specific applications in Vehicular Social Networks (VSNs). Support vector machine (SVM) is one of the typical ML methods and widely used for its high efficiency. Due to the limitation of data sources, the data collected by different entities usually contain attributes that are quite different. However, in some real-world scenarios, when training an SVM classifier, many entities face the same problem that they are lacking in data with adequate attributes. Thus multiple entities are required to share data to combine a dataset with diverse attributes and then jointly train a comprehensive classifier. However, data privacy concerns are raised because of data sharing. To sovle the problem, we propose a privacy-preserving SVM classifier training scheme over vertically-partitioned datasets posessed by multiple data providers. In our scheme, we utilize consortium blockchain and threshold homomorphic cryptosystem to establish a secure SVM classifier training platform without a trusted third-party. We keep lots of training operations locally over original data and necessary interactions between participants are protected by the threshold Paillier and consortium blockchain. Security analysis proves that our scheme can preserve the privacy of the original data and the training intermediate values. Extensive experiments indicate that our scheme has high efficiency and no accuracy loss.",2
221,"Multi-keyword rank searchable encryption (MRSE) returns the top-k results in response to a data user's request of multi-keyword search over encrypted data, and hence provides an efficient way for preserving data privacy in cloud storage systems while without loss of data usability. Many existing MRSE systems are constructed based on an algorithm which we term as k-nearest neighbor for searchable encryption (KNN-SE). Unfortunately, KNN-SE has a number of shortcomings, which limit its practical applications. In this paper, we propose a new MRSE system which overcomes almost all the defects of the KNN-SE based MRSE systems. Specifically, our new system does not require a predefined keyword set and supports keywords in arbitrary languages, is a multi-user system which supports flexible search authorization and time-controlled revocation, and it achieves better data privacy protection since even the cloud server is not able to tell which documents are the top-k results returned to a data user. We also conduct extensive experiments to demonstrate the efficiency of the new system.",2
222,"A high efficiency and compact band-pass filter based on coplanar waveguide (CPW) is investigated in this paper, which lower and upper cut-off frequencies of the proposed filter can be tuned independently. In the proposed design, interdigital structure is used to filter the low frequency wave and a quasi-spoof surface plasmon polaritons (Q-SSPPs) structure is designed for tuning the higher cut-off frequency. The proposed Q-SSPPs structure contains only one cross-shaped element and keeps the similar properties of periodic SSPPs structure. The operating principle of the proposed design is explained by field distribution, dispersion curves, and equivalent circuits. The studies of vital parametric are carried out for better understanding the influences of the concerning parameters on the tunability. The simulated results indicate that the proposed design can obtain a wide bandwidth from 8.8 GHz to 17 GHz (about 63.6%) with high transmission efficiency (IS11I <; -15 dB and IS21I > -0.2 dB). A prototype of the proposed design is fabricated and the measured results show good agreement with the simulated ones.",2
223,"Pancreas identification and segmentation is an essential task in the diagnosis and prognosis of pancreas disease. Although deep neural networks have been widely applied in abdominal organ segmentation, it is still challenging for small organs (e.g. pancreas) that present low contrast, highly flexible anatomical structure and relatively small region. In recent years, coarse-to-fine methods have improved pancreas segmentation accuracy by using coarse predictions in the fine stage, but only object location is utilized and rich image context is neglected. In this paper, we propose a novel distance-based saliency-aware model, namely DSD-ASPP-Net, to fully use coarse segmentation to highlight the pancreas feature and boost accuracy in the fine segmentation stage. Specifically, a DenseASPP (Dense Atrous Spatial Pyramid Pooling) model is trained to learn the pancreas location and probability map, which is then transformed into saliency map through geodesic distance-based saliency transformation. In the fine stage, saliency-aware modules that combine saliency map and image context are introduced into DenseASPP to develop the DSD-ASPP-Net. The architecture of DenseASPP brings multi-scale feature representation and achieves larger receptive field in a denser way, which overcomes the difficulties brought by variable object sizes and locations. Our method was evaluated on both public NIH pancreas dataset and local hospital dataset, and achieved an average Dice-Srensen Coefficient (DSC) value of 85.49 4.77% on the NIH dataset, outperforming former coarse-to-fine methods.",2
224,"In the face of a massive number of vehicular users, a data collection paradigm based on vehicular crowdsensing requires an effective means of attracting participants. Thus, the incentive mechanisms play a key role in crowdsensing procedure design, inevitably leading to problems related to user privacy leakage. In this article, to reduce the risk of privacy leakage in the implementation of incentive mechanisms, we propose a fog computing-based crowdsensing architecture specialized for vehicular crowdsensing and corresponding privacy-preserving solutions for the processes of data reporting, reward issuing, and trust management. Authentication and encryption technologies, such as zero-knowledge verification, one-way hashing, partially blind signature authentication, and homomorphic encryption, are utilized to achieve our goals. Finally, efficiency improvements in both privacy preservation and network response are proven through analysis and simulations.",2
225,"Virtualization is the most important technology in the unified resource layer of cloud computing systems. Static placement and dynamic management are two types of Virtual Machine (VM) management methods. VM dynamic management is based on the structure of the initial VM placement, and this initial structure will affect the efficiency of VM dynamic management. When a VM fails, cloud applications deployed on the faulty VM will crash if fault tolerance is not considered. In this study, a model of initial VM fault-tolerant placement for star topological data centers of cloud systems is built on the basis of multiple factors, including the service-level agreement violation rate, resource remaining rate, power consumption rate, failure rate, and fault tolerance cost. Then, a heuristic ant colony algorithm is proposed to solve the model. The service-providing VMs are placed by the ant colony algorithms, and the redundant VMs are placed by the conventional heuristic algorithms. The experimental results obtained from the simulation, real cluster, and fault injection experiments show that the proposed method can achieve better VM fault-tolerant placement solution than that of the traditional first fit or best fit descending method.",2
226,"Deep spectral-spatial features fusion has become a research focus in hyperspectral image (HSI) classification. However, how to extract more robust spectral-spatial features is still a challenging problem. In this article, a novel deep multilayer fusion dense network (MFDN) is proposed to improve the performance of HSI classification. The proposed MFDN simultaneously extracts the spatial and spectral features based on different sample input sizes, which can extract abundant spectral and spatial correlation information. First, the principal component analysis algorithm is performed on hyperspectral data to extract low-dimensional HSI data, and then the spatial features are extracted from the low-dimensional 3-D HSI data through 2-D convolutional, 2-D dense block, and average-pooling layers. Second, the spectral features are extracted directly from the raw 3-D HSI data by means of 3-D convolutional, 3-D dense block, and average-pooling layers. Third, the spatial and spectral features are fused together through 3-D convolutional, 3-D dense block, and average-pooling layers. Finally, the fused spectral-spatial features are sent into two full connection layers to extract high-level abstract features. Furthermore, densely connected structures can help alleviate the vanishing-gradient problem, strengthen feature propagation, encourage feature reuse, and improve the HSI classification accuracy. The proposed fusion network outperforms the other state-of-the-art methods especially with a small number of labeled samples. Experimental results demonstrate that it can achieve outstanding hyperspectral classification performance.",2
227,"Timing analysis of real-time systems must consider cache-related pre-emption delay (CRPD) costs when pre-emptive scheduling is used. While most previous work on CRPD analysis only considers instruction caches, the CRPD incurred on data caches is actually more significant. The state-of-the-art CRPD analysis methods are based on useful cache block (UCB) calculation. Unfortunately, as shown in this article, directly extending the existing UCB calculation techniques from instruction caches to data caches will lead to both unsoundness and significant imprecision. To solve these problems, we develop a new UCB calculation technique for data caches, which redefines the analysis unit (to address the unsoundness in the existing method) and precisely captures the dynamic cache access behavior by taking the temporal scopes of memory blocks into consideration. The experimental results show that our new technique yields substantially tighter CRPD estimations comparing with the state-of-the-art.",2
228,,2
229,"Vehicular cloud (VC) extends cloud computing to vehicles participating in vehicular ad hoc networks, aiming to provide computing and storage services at low cost to vehicles, improve traffic efficiency and safety, ensure real-time services, etc. Due to the highly dynamic nature of VC, it is challenging to efficiently form a dynamic VC securely and anonymously or to securely deliver messages to the dynamic VC without potentially violating the privacy of cloud users. In this paper, we present a concrete secure and privacy-preserving communication scheme for VC establishment and data dissemination. Our scheme allows a group of vehicles that are geographically close to each other to form a VC securely, anonymously and dynamically. This allows vehicle resources to be integrated and shared securely. Once a VC is formed, any cloud user may deliver messages to be securely and anonymously processed in the VC.",2
230,"Due to the multimodality of non-Gaussian data, traditional globality-preserved dimensionality reduction (DR) methods, such as linear discriminant analysis (LDA) and principal component analysis (PCA) are difficult to deal with. In this paper, we present a novel local DR framework via auto-optimized graph embedding to extract the intrinsic submanifold structure of multimodal data. Specifically, the proposed model seeks to learn an embedding space which can preserve the local neighborhood structure by constructing a k-nearest neighbors (kNNs) graph on data points. Different than previous works, our model employs the ℓ0-norm constraint and binary constraint on the similarity matrix to impose that there only be a k nonzero value in each row of the similarity matrix, which can ensure the k-connectivity in graph. More important, as the high-dimensional data probably contains some noises and redundant features, calculating the similarity matrix in the original space by using a kernel function is inaccurate. As a result, a mechanism of an auto-optimized graph is derived in the proposed model. Concretely, we learn the embedding space and similarity matrix simultaneously. In other words, the selection of neighbors is automatically executed in the optimal subspace rather than in the original space when the algorithm reaches convergence, which can alleviate the affect of noises and improve the robustness of the proposed model. In addition, four supervised and semi-supervised local DR methods are derived by the proposed framework which can extract the discriminative features while preserving the submanifold structure of data. Last but not least, since two variables need to be optimized simultaneously in the proposed methods, and the constraints on the similarity matrix are difficult to satisfy, which is an NP-hard problem. Consequently, an efficient iterative optimization algorithm is introduced to solve the proposed problems. Extensive experiments conducted on synthetic data and several real-world datasets have demonstrated the advantages of the proposed methods in robustness and recognition accuracy.",2
231,"This paper addresses the problem of minimizing the energy consumption of data gathering from a set of Internet-of-things (IoT) devices using an unmanned aerial vehicle (UAV). The spatial correlation among the data of the IoT devices is considered. A framework is provided, in which a subset of devices are selected to contribute, and the optimal path that the UAV should follow, along with the aggregation points at which the UAV stops and aggregates the data in an energy-efficient fashion is also considered. In this framework, an optimization problem is formulated to minimize the energy expenditure of the IoT devices and UAV while the latter tours to aggregate the required information from the former. A solution based on a greedy algorithm is provided, in which the optimization problem is decomposed into two complementary sub-problems. The first sub-problem selects the contributing devices using a genetic algorithm. The second sub-problem optimizes the locations of the data aggregation points and assigns the active devices to each aggregation point. Simulation results show that the proposed framework can save significant energy.",2
232,"The particle swarm optimizer (PSO), originally proposed for single-objective optimization problems, has been widely extended to other areas. One of them is multiobjective optimization. Recently, using the PSO to handle many-objective optimization problems (MaOPs) (i.e., problems with more than three objectives) has caught increasing attention from the evolutionary multiobjective community. In the design of a multiobjective/many-objective PSO algorithm, the selection of leaders is a crucial issue. This paper proposes an effective many-objective PSO where the above issue is properly addressed. For each particle, the leader is selected from a certain number of historical solutions by using scalar projections. In the objective space, historical solutions record potential search directions, and the leader is elected as the solution that is closest to the Pareto front in the direction determined by the nadir point and the point constructed by the objective vector of this particle. The proposed algorithm is compared with eight state-of-the-art many-objective optimizers on 37 test problems in terms of four performance metrics. The experimental results have shown the superiority and competitiveness of our proposed algorithm. The new algorithm is free of a set of weight vectors and can handle Pareto fronts with irregular shapes. Given the high performance and good properties of the proposed algorithm, it can be used as a promising tool when dealing with MaOPs.",2
233,"Airborne light detection and ranging (LiDAR) data are widely applied in building reconstruction, with studies reporting success in typical buildings. However, the reconstruction of curved buildings remains an open research problem. To this end, we propose a new framework for curved building reconstruction via assembling and deforming geometric primitives. The input LiDAR point clouds are first converted into contours where individual buildings are identified. After recognizing geometric units (primitives) from building contours, we get initial models by matching the basic geometric primitives to these primitives. To polish assembly models, we employ a warping field for model refinements. Specifically, an embedded deformation (ED) graph is constructed via downsampling the initial model. Then, the point to model displacements is minimized by adjusting node parameters in the ED graph based on our objective function. The presented framework is validated on several highly curved buildings collected by various LiDAR in different cities. The experimental results, as well as accuracy comparison, demonstrate the advantage and effectiveness of our method. The new insight attributes to an efficient reconstruction manner. Moreover, we prove that the primitive-based framework significantly reduces the data storage to 10%-20% of classical mesh models.",2
234,The emergence of edge computing provides an effective solution to execute distributed model training (DMT). The deployment of training data among edge nodes affects the training efficiency and network resource usage. This letter aims for the efficient provisioning of DMT services by optimizing the partition and distribution of training data in edge computing-enabled optical networks. An integer linear programming (ILP) model and a data parallelism deployment algorithm (DPDA) are proposed to solve this problem. The performance of the proposed approaches is evaluated through simulation. Simulation results show that the proposed algorithm can deploy more DMT services compared with benchmark.,2
235,"This paper proposes a data-driven, condition-based maintenance framework (DCBM) for deteriorating equipment under the impact of varying environments and natural aging. The equipment’s degradation status is determined by a prognostic and health monitoring method. Generally, monitoring data and maintenance inspections are imperfect because of uncertainties in the equipment degradation process, which may prevent a reliable evaluation of a system’s deterioration. By utilizing a deep learning technique, we construct a new stacked autoencoder long short-term memory (SAE-LSTM) network-based multitask learning model to extract state features from the monitoring data, and then perform multistep forecasting to obtain performance degradation and failure probability information. The developed SAE-LSTM-based multitask learning achieves prognosis results close to the actual values, which indicates the excellent feature extraction capability of this model. As a result, we introduce this deep multitask learning model into the optimization of the maintenance process. Probabilistic forecasting is used as one of the criteria for maintenance decisions made with imperfect inspections to address the influence of the uncertainties involved in the prognoses results. The effectiveness of the proposed DCBM framework is illustrated by the application of an engine degradation dataset, and this model is more cost-effective than the baseline maintenance policies.",2
236,"The problem of effectively exploiting the information multiple data sources has become a relevant but challenging research topic in remote sensing. In this article, we propose a new approach to exploit the complementarity of two data sources: hyperspectral images (HSIs) and light detection and ranging (LiDAR) data. Specifically, we develop a new dual-channel spatial, spectral and multiscale attention convolutional long short-term memory neural network (called dual-channel A³CLNN) for feature extraction and classification of multisource remote sensing data. Spatial, spectral, and multiscale attention mechanisms are first designed for HSI and LiDAR data in order to learn spectral- and spatial-enhanced feature representations and to represent multiscale information for different classes. In the designed fusion network, a novel composite attention learning mechanism (combined with a three-level fusion strategy) is used to fully integrate the features in these two data sources. Finally, inspired by the idea of transfer learning, a novel stepwise training strategy is designed to yield a final classification result. Our experimental results, conducted on several multisource remote sensing data sets, demonstrate that the newly proposed dual-channel A³CLNN exhibits better feature representation ability (leading to more competitive classification performance) than other state-of-the-art methods.",2
237,"Cloud computing is a model for convenient, on-demand network access to virtualized environments of configurable computing resources. It is challenging to search data encrypted and stored in cloud storage servers. Searchable encryption enables data users to search on ciphertext without leaking any information about keywords and the plaintext of the data. Currently, a number of searchable encryption schemes have been proposed, but most of them provide unlimited search privileges to data users, which is not desirable in certain scenarios. In this paper, we propose a new construction of searchable encryption with fine-grained access control by using key-policy attribute-based cryptography to generate trapdoors to support AND, OR and threshold gates. The main idea is that the data owner encrypts the index keywords according to the specified access policy. The data user can generate a trapdoor to search on data, if and only if the attributes of the data user satisfy the access policy. We provide formal security proofs for the scheme, including the indistinguishability of ciphertexts and the indistinguishability of trapdoors, which are used to resist the chosen keyword attack and the keyword guessing attack of external adversaries. Comprehensive security analysis and implementation results show that the proposed scheme is provably secure and feasible in real-world applications.",2
238,"Real-time electromagnetic field distribution of devices under test (DUT) can be used to diagnose and analyze the system electromagnetic compatibility (EMC). An ultrawideband real-time monitoring system based on electro-optical under-sampling and data acquisition is proposed in this article and then can be used in small and complex measurement space like intelligent car, high-speed train, plane, and weapon. The monitoring system consists of a near-field magnetic probe (9 kHz-20 GHz), a near-field electric probe (9 kHz-43.5 GHz), an electro-optical under-sampling module, and a data acquisition module. First, the ultrawideband signal (≤50 GHz) is measured by the near-field probes. Then, the ultrawideband signal is moved into a narrow band (a few tens of MHz) by the electro-optical module. Finally, the narrow band signal is captured and analyzed by the data acquisition module. The field data measured under special working mode can be used to locate the weak noise source in many engineering applications.",2
